custom/best_energy,env12/episode_return_disc,env60/episode_return_disc,env32/episode_return_disc,env54/episode_return,env74/episode_return,env36/episode_return,env32/episode_return,env70/episode_return_disc,env2/episode_return,env9/episode_return,env14/episode_return_disc,env19/episode_return_disc,env4/episode_return_disc,env48/episode_return,env51/episode_return_disc,env34/episode_return,env50/episode_return_disc,env17/episode_return,env63/episode_return,env22/episode_return_disc,env59/episode_return_disc,env43/episode_return,env15/episode_return,env58/episode_return,env74/episode_return_disc,env57/episode_return,env38/episode_return,env19/episode_return,env1/episode_return,env56/episode_return,env13/episode_return,env26/episode_return,env77/episode_return,env39/episode_return_disc,env48/episode_return_disc,env56/episode_return_disc,env45/episode_return,env76/episode_return,env41/episode_return,env5/episode_return,env67/episode_return_disc,env29/episode_return_disc,env65/episode_return,env62/episode_return,env6/episode_return,env46/episode_return_disc,env8/episode_return_disc,env21/episode_return_disc,env16/episode_return_disc,env30/episode_return_disc,env49/episode_return,env28/episode_return_disc,env67/episode_return,env58/episode_return_disc,env7/episode_return_disc,env23/episode_return,env33/episode_return,env34/episode_return_disc,env3/episode_return,env73/episode_return,env55/episode_return,env50/episode_return,env9/episode_return_disc,env63/episode_return_disc,env72/episode_return,env76/episode_return_disc,env46/episode_return,env39/episode_return,env35/episode_return,env71/episode_return,env21/episode_return,env23/episode_return_disc,env66/episode_return,env15/episode_return_disc,env0/episode_return,env35/episode_return_disc,env24/episode_return,env53/episode_return,env64/episode_return,env7/episode_return,env26/episode_return_disc,env42/episode_return_disc,env51/episode_return,env27/episode_return,env4/episode_return,env31/episode_return,env71/episode_return_disc,env47/episode_return_disc,env41/episode_return_disc,env47/episode_return,env54/episode_return_disc,env78/episode_return,env40/episode_return,env22/episode_return,env68/episode_return,env33/episode_return_disc,env40/episode_return_disc,env73/episode_return_disc,env6/episode_return_disc,env27/episode_return_disc,env14/episode_return,env11/episode_return_disc,env16/episode_return,env53/episode_return_disc,env79/episode_return,env64/episode_return_disc,env30/episode_return,env2/episode_return_disc,env8/episode_return,env25/episode_return,env52/episode_return,env20/episode_return,env37/episode_return,env17/episode_return_disc,env42/episode_return,env77/episode_return_disc,env43/episode_return_disc,env10/episode_return,env78/episode_return_disc,env69/episode_return,env13/episode_return_disc,env79/episode_return_disc,env59/episode_return,env18/episode_return,env20/episode_return_disc,env69/episode_return_disc,env0/episode_return_disc,env62/episode_return_disc,env66/episode_return_disc,env25/episode_return_disc,env49/episode_return_disc,env55/episode_return_disc,env75/episode_return_disc,env10/episode_return_disc,env18/episode_return_disc,env36/episode_return_disc,env29/episode_return,env68/episode_return_disc,env61/episode_return,env37/episode_return_disc,env45/episode_return_disc,env31/episode_return_disc,env60/episode_return,env44/episode_return_disc,env57/episode_return_disc,env38/episode_return_disc,env72/episode_return_disc,env3/episode_return_disc,env65/episode_return_disc,env12/episode_return,env70/episode_return,env24/episode_return_disc,env1/episode_return_disc,env28/episode_return,env44/episode_return,env52/episode_return_disc,env5/episode_return_disc,env11/episode_return,env75/episode_return,env61/episode_return_disc,eval/mean_ep_length,eval/mean_reward,time/total_timesteps,rollout/ep_len_mean,time/fps,time/time_elapsed,time/iterations,rollout/ep_rew_mean,train/clip_fraction,train/value_loss,train/policy_gradient_loss,train/explained_variance,train/loss,train/entropy_loss,train/clip_range,train/n_updates,train/approx_kl,train/learning_rate
4,15.225289344787598,15.225289344787598,15.225289344787598,20.0,20.0,20.0,16.66666603088379,18.270347595214844,16.66666603088379,16.66666603088379,15.225289344787598,18.270347595214844,18.270347595214844,20.0,18.270347595214844,16.66666603088379,18.270347595214844,20.0,16.66666603088379,18.270347595214844,15.225289344787598,20.0,16.66666603088379,20.0,18.270347595214844,16.66666603088379,20.0,20.0,16.66666603088379,20.0,20.0,20.0,16.66666603088379,15.225289344787598,18.270347595214844,18.270347595214844,16.66666603088379,20.0,16.66666603088379,16.66666603088379,18.270347595214844,18.270347595214844,20.0,20.0,16.66666603088379,18.270347595214844,10.150193214416504,15.225289344787598,18.270347595214844,18.270347595214844,16.66666603088379,15.225289344787598,20.0,18.270347595214844,15.225289344787598,16.66666603088379,20.0,15.225289344787598,20.0,20.0,20.0,20.0,15.225289344787598,15.225289344787598,16.66666603088379,18.270347595214844,20.0,16.66666603088379,16.66666603088379,20.0,16.66666603088379,15.225289344787598,16.66666603088379,15.225289344787598,20.0,15.225289344787598,16.66666603088379,16.66666603088379,20.0,16.66666603088379,18.270347595214844,18.270347595214844,20.0,20.0,20.0,16.66666603088379,18.270347595214844,18.270347595214844,15.225289344787598,20.0,18.270347595214844,20.0,20.0,20.0,20.0,18.270347595214844,18.270347595214844,18.270347595214844,15.225289344787598,18.270347595214844,16.66666603088379,15.225289344787598,20.0,15.225289344787598,16.66666603088379,18.270347595214844,20.0,15.225289344787598,11.11111068725586,20.0,20.0,20.0,5.263157844543457,18.270347595214844,20.0,15.225289344787598,18.270347595214844,20.0,18.270347595214844,12.5,18.270347595214844,15.225289344787598,16.66666603088379,20.0,18.270347595214844,11.418967247009277,18.270347595214844,18.270347595214844,15.225289344787598,18.270347595214844,15.225289344787598,18.270347595214844,15.225289344787598,18.270347595214844,18.270347595214844,18.270347595214844,20.0,18.270347595214844,16.66666603088379,4.807986259460449,15.225289344787598,15.225289344787598,16.66666603088379,18.270347595214844,15.225289344787598,18.270347595214844,15.225289344787598,18.270347595214844,18.270347595214844,16.66666603088379,20.0,15.225289344787598,15.225289344787598,16.66666603088379,20.0,18.270347595214844,15.225289344787598,16.66666603088379,16.66666603088379,15.225289344787598,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18.270347595214844,15.225289344787598,18.270347595214844,16.66666603088379,16.66666603088379,16.66666603088379,20.0,18.270347595214844,10.0,20.0,18.270347595214844,22.837934494018555,22.837934494018555,16.66666603088379,7.027056694030762,16.66666603088379,18.270347595214844,16.66666603088379,25.0,18.270347595214844,15.225289344787598,20.0,25.0,16.66666603088379,15.225289344787598,20.0,16.66666603088379,25.0,20.0,16.66666603088379,20.0,20.0,25.0,18.270347595214844,15.225289344787598,15.225289344787598,16.66666603088379,25.0,20.0,16.66666603088379,18.270347595214844,15.225289344787598,20.0,16.66666603088379,20.0,15.225289344787598,18.270347595214844,18.270347595214844,18.270347595214844,15.225289344787598,20.0,15.225289344787598,20.0,15.225289344787598,8.304702758789062,20.0,16.66666603088379,15.225289344787598,20.0,16.66666603088379,20.0,20.0,18.270347595214844,22.837934494018555,16.66666603088379,22.837934494018555,16.66666603088379,20.0,16.66666603088379,20.0,20.0,18.270347595214844,16.66666603088379,22.837934494018555,20.0,15.225289344787598,20.0,16.66666603088379,20.0,9.090909004211426,18.270347595214844,18.270347595214844,7.692307472229004,20.0,25.0,20.0,18.270347595214844,15.225289344787598,18.270347595214844,16.66666603088379,15.225289344787598,25.0,16.66666603088379,20.0,20.0,15.225289344787598,15.225289344787598,15.225289344787598,18.270347595214844,18.270347595214844,20.0,15.225289344787598,20.0,15.225289344787598,20.0,18.270347595214844,16.66666603088379,9.135173797607422,20.0,11.11111068725586,16.66666603088379,16.66666603088379,20.0,15.225289344787598,20.0,22.837934494018555,18.270347595214844,20.0,22.837934494018555,16.66666603088379,18.270347595214844,18.270347595214844,16.66666603088379,20.0,15.225289344787598,15.225289344787598,18.270347595214844,15.225289344787598,15.225289344787598,10.150193214416504,18.270347595214844,18.270347595214844,18.270347595214844,18.270347595214844,18.270347595214844,15.225289344787598,16.66666603088379,18.270347595214844,16.66666603088379,18.270347595214844,15.225289344787598,18.270347595214844,16.66666603088379,15.225289344787598,18.270347595214844,15.225289344787598,15.225289344787598,18.270347595214844,18.270347595214844,20.0,20.0,18.270347595214844,18.270347595214844,16.66666603088379,16.66666603088379,15.225289344787598,15.225289344787598,16.66666603088379,20.0,15.225289344787598,10.0,17.845833499999998,25600,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25600,10.0,3,7233,16,18.520610079999997,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21421875341329724,3.640953707695007,-0.03428656217329262,0.48111486434936523,0.7364702820777893,-4.388108563423157,0.2,64,0.022311945,0.0003
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,15.225289344787598,15.225289344787598,22.837934494018555,20.0,20.0,20.0,25.0,18.270347595214844,20.0,16.66666603088379,15.225289344787598,18.270347595214844,18.270347595214844,20.0,15.225289344787598,20.0,18.270347595214844,16.66666603088379,16.66666603088379,15.225289344787598,18.270347595214844,25.0,20.0,16.66666603088379,18.270347595214844,20.0,20.0,20.0,16.66666603088379,20.0,16.66666603088379,20.0,16.66666603088379,4.807986259460449,18.270347595214844,18.270347595214844,16.66666603088379,20.0,16.66666603088379,20.0,15.225289344787598,15.225289344787598,20.0,16.66666603088379,16.66666603088379,15.225289344787598,15.225289344787598,18.270347595214844,18.270347595214844,18.270347595214844,16.66666603088379,22.837934494018555,16.66666603088379,15.225289344787598,15.225289344787598,20.0,20.0,18.270347595214844,16.66666603088379,16.66666603088379,20.0,20.0,15.225289344787598,15.225289344787598,20.0,18.270347595214844,16.66666603088379,5.263157844543457,20.0,20.0,20.0,18.270347595214844,20.0,18.270347595214844,20.0,18.270347595214844,14.285714149475098,20.0,16.66666603088379,16.66666603088379,18.270347595214844,15.225289344787598,16.66666603088379,20.0,20.0,20.0,18.270347595214844,18.270347595214844,15.225289344787598,20.0,18.270347595214844,25.0,20.0,16.66666603088379,20.0,18.270347595214844,18.270347595214844,15.225289344787598,15.225289344787598,18.270347595214844,16.66666603088379,18.270347595214844,20.0,18.270347595214844,12.5,15.225289344787598,20.0,18.270347595214844,16.66666603088379,16.66666603088379,16.66666603088379,16.66666603088379,20.0,15.225289344787598,16.66666603088379,15.225289344787598,22.837934494018555,16.66666603088379,22.837934494018555,16.66666603088379,15.225289344787598,11.418967247009277,20.0,20.0,15.225289344787598,15.225289344787598,18.270347595214844,15.225289344787598,18.270347595214844,15.225289344787598,15.225289344787598,18.270347595214844,22.837934494018555,15.225289344787598,18.270347595214844,18.270347595214844,16.66666603088379,18.270347595214844,16.66666603088379,18.270347595214844,15.225289344787598,18.270347595214844,16.66666603088379,15.225289344787598,18.270347595214844,18.270347595214844,18.270347595214844,15.225289344787598,18.270347595214844,16.66666603088379,20.0,13.050248146057129,15.225289344787598,25.0,16.66666603088379,15.225289344787598,18.270347595214844,20.0,25.0,15.225289344787598,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15.225289344787598,15.225289344787598,18.270347595214844,20.0,16.66666603088379,20.0,20.0,22.837934494018555,16.66666603088379,20.0,15.225289344787598,15.225289344787598,15.225289344787598,20.0,18.270347595214844,20.0,9.135173797607422,16.66666603088379,16.66666603088379,18.270347595214844,15.225289344787598,20.0,16.66666603088379,20.0,15.225289344787598,16.66666603088379,16.66666603088379,16.66666603088379,20.0,20.0,20.0,12.5,16.66666603088379,22.837934494018555,18.270347595214844,18.270347595214844,16.66666603088379,16.66666603088379,20.0,16.66666603088379,18.270347595214844,15.225289344787598,20.0,16.66666603088379,20.0,18.270347595214844,18.270347595214844,18.270347595214844,18.270347595214844,18.270347595214844,25.0,22.837934494018555,20.0,18.270347595214844,18.270347595214844,20.0,16.66666603088379,18.270347595214844,16.66666603088379,16.66666603088379,16.66666603088379,10.0,18.270347595214844,15.225289344787598,12.5,15.225289344787598,20.0,25.0,20.0,16.66666603088379,20.0,18.270347595214844,20.0,15.225289344787598,20.0,18.270347595214844,20.0,16.66666603088379,25.0,20.0,11.418967247009277,18.270347595214844,20.0,16.66666603088379,16.66666603088379,20.0,15.225289344787598,18.270347595214844,18.270347595214844,20.0,18.270347595214844,16.66666603088379,20.0,20.0,20.0,15.225289344787598,18.270347595214844,15.225289344787598,18.270347595214844,15.225289344787598,16.66666603088379,15.225289344787598,20.0,15.225289344787598,20.0,22.837934494018555,20.0,15.225289344787598,20.0,20.0,20.0,16.66666603088379,20.0,15.225289344787598,20.0,15.225289344787598,18.270347595214844,20.0,15.225289344787598,20.0,18.270347595214844,18.270347595214844,16.66666603088379,16.66666603088379,15.225289344787598,18.270347595214844,18.270347595214844,15.225289344787598,18.270347595214844,18.270347595214844,22.837934494018555,15.225289344787598,18.270347595214844,18.270347595214844,15.225289344787598,18.270347595214844,16.66666603088379,18.270347595214844,20.0,18.270347595214844,15.225289344787598,18.270347595214844,16.66666603088379,18.270347595214844,15.225289344787598,15.225289344787598,11.418967247009277,15.225289344787598,18.270347595214844,16.66666603088379,25.0,18.270347595214844,18.270347595214844,25.0,20.0,18.270347595214844,15.225289344787598,16.66666603088379,20.0,18.270347595214844,10.0,17.82896842,27200,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27200,10.0,3,7401,17,18.725000129999998,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2645312539301813,2.6226891428232193,-0.042834153576404785,0.5798068046569824,1.2240874767303467,-4.153705418109894,0.2,68,0.027185421,0.0003
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
